id	result	rubricator	language	threshold	version	normalize	correct
J1512137X31	34.33.27-0.9989\39.19.25-0.965\62.01.94-0.8662	RGNTI3	en	0.1	0.0.1	not	###
J16152295102	61.37.01-0.8994\29.17.19-0.6859\31.15.17-0.5995\31.25.15-0.3456\29.17.41-0.148	RGNTI3	en	0.1	0.0.1	not	###
J17432763395	49.43.29-0.977\29.35.17-0.9059\73.31.17-0.3771\73.43.61-0.3281	RGNTI3	en	0.1	0.0.1	not	###
J1679769529	44.29.01-0.9965\39.23.17-0.9946\34.35.25-0.6216\87.19.03-0.1938	RGNTI3	en	0.1	0.0.1	not	###
J1618479083	31.15.17-0.9908\38.33.15-0.4954\38.33.17-0.419\29.31.23-0.2326\29.19.33-0.2044\29.19.15-0.1331	RGNTI3	en	0.1	0.0.1	not	###
J1700320X77	45.09.31-0.9955\31.15.33-0.9439\61.49.31-0.833\61.01.91-0.1614	RGNTI3	en	0.1	0.0.1	not	###
J1550791X708	45.37.31-0.9994\28.17.19-0.9267\44.29.33-0.8533	RGNTI3	en	0.1	0.0.1	not	###
J1644089459	61.01.91-0.9774\31.19.15-0.6716\31.19.03-0.3054\87.19.03-0.2204\44.01.05-0.2035	RGNTI3	en	0.1	0.0.1	not	###
J15761042386	45.41.31-0.985\50.07.03-0.8582\44.29.33-0.8423	RGNTI3	en	0.1	0.0.1	not	###
J1680273760	34.39.17-0.9797\76.03.49-0.9695\15.81.61-0.6276	RGNTI3	en	0.1	0.0.1	not	###
J15909295116	31.15.28-0.9889\61.37.01-0.7566\87.53.13-0.6892\87.19.03-0.1643\61.37.29-0.1279	RGNTI3	en	0.1	0.0.1	not	###
J17543875752	34.47.51-0.9882\61.01.94-0.959\87.19.03-0.8581	RGNTI3	en	0.1	0.0.1	not	###
J15261503627	61.45.15-0.9852\31.15.35-0.6192\34.25.05-0.5803\34.15.51-0.2387\31.19.29-0.1928	RGNTI3	en	0.1	0.0.1	not	###
J17787014373	44.33.29-0.9938\31.15.37-0.9076\61.37.01-0.4732\61.01.94-0.3308\61.37.29-0.1009	RGNTI3	en	0.1	0.0.1	not	###
J15825830142	70.27.13-0.995\87.19.03-0.787\61.37.01-0.6317\61.37.29-0.106	RGNTI3	en	0.1	0.0.1	not	###
J1662659911	41.19.41-0.9985\38.33.15-0.926\89.51.21-0.8507\89.51.25-0.1369	RGNTI3	en	0.1	0.0.1	not	###
J1496605861	34.47.21-0.9765\39.25.15-0.9697\76.35.45-0.8834\76.29.49-0.1069	RGNTI3	en	0.1	0.0.1	not	###
J1493124668	50.41.25-0.9975\47.51.39-0.959\28.23.15-0.8487	RGNTI3	en	0.1	0.0.1	not	###
J16302858166	61.45.31-0.9902\31.23.25-0.3868\31.23.29-0.2684\34.45.15-0.2401	RGNTI3	en	0.1	0.0.1	not	###
J1602264260	61.61.81-0.9753\29.19.13-0.808\31.25.19-0.6644\31.25.15-0.3303	RGNTI3	en	0.1	0.0.1	not	###
J15273447271	61.01.94-0.9524\70.25.01-0.4787\87.19.03-0.3943\87.19.15-0.382\87.53.13-0.1289	RGNTI3	en	0.1	0.0.1	not	###
J17276362414	44.41.35-0.9966\53.41.37-0.9929\29.19.31-0.8688	RGNTI3	en	0.1	0.0.1	not	###
J16384331221	29.27.35-0.9964\44.33.29-0.9601\31.15.17-0.1855	RGNTI3	en	0.1	0.0.1	not	###
J16627099965	29.17.43-0.9964\28.17.19-0.883\50.05.15-0.7653\50.41.25-0.1973	RGNTI3	en	0.1	0.0.1	not	###
J1626023387	38.53.19-0.9951\90.27.31-0.8442\61.53.01-0.4677	RGNTI3	en	0.1	0.0.1	not	###
J15635403138	38.61.01-0.9989\52.13.25-0.8791\36.29.33-0.5964	RGNTI3	en	0.1	0.0.1	not	###
J1676069410	49.44.31-0.9584\29.35.23-0.819\47.45.29-0.4533\47.45.31-0.3507\47.35.31-0.1313\29.31.15-0.1283	RGNTI3	en	0.1	0.0.1	not	###
J1694661555	31.15.33-0.7746\90.01.85-0.641\29.27.51-0.598\29.27.43-0.3779\31.19.15-0.2055\90.27.31-0.1435	RGNTI3	en	0.1	0.0.1	not	###
J1792386443	29.37.35-0.9966\30.51.37-0.8004\31.15.19-0.3225\31.25.15-0.1825\31.15.29-0.1377\30.19.57-0.1185	RGNTI3	en	0.1	0.0.1	not	###
J17135815218	31.25.19-0.9943\61.61.29-0.9429\30.51.31-0.2305\30.51.37-0.1031	RGNTI3	en	0.1	0.0.1	not	###
J1714109240	44.29.29-0.7855\50.07.03-0.625\28.23.15-0.5103\28.17.19-0.2426\50.41.15-0.2359	RGNTI3	en	0.1	0.0.1	not	###
J1810162025	29.37.23-0.9952\28.15.19-0.605\28.15.15-0.1547	RGNTI3	en	0.1	0.0.1	not	###
J17101163137	31.19.15-0.9821\29.15.39-0.9149\61.41.43-0.4903\61.01.91-0.3166	RGNTI3	en	0.1	0.0.1	not	###
J14533216230	38.63.15-0.9977\52.13.25-0.8638\61.53.01-0.5612\61.53.03-0.3373\52.13.05-0.1337	RGNTI3	en	0.1	0.0.1	not	###
J1700214942	30.19.31-0.9912\38.63.15-0.9893\52.13.25-0.9827	RGNTI3	en	0.1	0.0.1	not	###
J17228929191	31.01.77-0.9223\61.37.01-0.8886\29.03.77-0.7786	RGNTI3	en	0.1	0.0.1	not	###
J17384963385	29.27.35-0.9965\44.33.29-0.973\61.31.51-0.4846\61.31.61-0.3508	RGNTI3	en	0.1	0.0.1	not	###
J17011830134	61.31.55-0.842\70.27.13-0.8313\31.17.15-0.7834\31.17.29-0.1748\70.25.09-0.1563	RGNTI3	en	0.1	0.0.1	not	###
J1569045556X	38.49.19-0.9929\61.01.91-0.7503\52.45.23-0.3679\52.13.05-0.3222\61.01.94-0.1635	RGNTI3	en	0.1	0.0.1	not	###
J1628066857	29.33.25-0.9721\31.15.17-0.8858\47.35.31-0.7703\47.09.29-0.2139	RGNTI3	en	0.1	0.0.1	not	###
J15761360264	29.19.13-0.9832\53.49.09-0.9703\30.51.37-0.5661\30.51.31-0.3605	RGNTI3	en	0.1	0.0.1	not	###
J17561636403	30.15.35-0.9997\29.37.03-0.8778\31.01.77-0.8682	RGNTI3	en	0.1	0.0.1	not	###
J16714668380	31.15.17-0.8948\53.39.29-0.6846\29.19.22-0.4612\29.19.41-0.3983\53.49.07-0.1798\53.39.31-0.1012	RGNTI3	en	0.1	0.0.1	not	###
J1725361345	61.35.31-0.9923\31.15.21-0.9709\29.19.15-0.8427	RGNTI3	en	0.1	0.0.1	not	###
J1732145784	49.33.35-0.9914\50.05.15-0.9602\29.35.17-0.1856	RGNTI3	en	0.1	0.0.1	not	###
J16328881556	31.25.19-0.9877\61.61.09-0.6288\30.51.37-0.4673\30.51.31-0.2797\61.61.81-0.2263\90.27.31-0.1015	RGNTI3	en	0.1	0.0.1	not	###
J16287573135	38.61.01-0.9977\37.31.15-0.9527\52.13.25-0.7694\52.45.94-0.1892	RGNTI3	en	0.1	0.0.1	not	###
J15897025300	61.41.43-0.9926\31.19.03-0.9285\29.31.23-0.9209	RGNTI3	en	0.1	0.0.1	not	###
J16167942133	27.45.17-0.9977\49.03.05-0.9056\36.29.33-0.8494	RGNTI3	en	0.1	0.0.1	not	###
J17585039316	55.39.31-0.9794\29.15.53-0.9528\30.17.27-0.4421\30.51.37-0.3359\30.51.31-0.2114	RGNTI3	en	0.1	0.0.1	not	###
J1653712X40	73.31.01-0.9957\39.23.23-0.9088\34.47.51-0.8277	RGNTI3	en	0.1	0.0.1	not	###
J16259065147	29.05.29-0.9812\31.01.77-0.6077\53.49.19-0.1141	RGNTI3	en	0.1	0.0.1	not	###
J1619816350	31.25.15-0.9504\87.19.03-0.4196\61.61.81-0.3634\61.61.33-0.2842\87.19.91-0.2397	RGNTI3	en	0.1	0.0.1	not	###
J17439644111	31.25.19-0.8269\87.53.13-0.5298\61.37.01-0.4887\87.19.03-0.3321\61.74.29-0.1982	RGNTI3	en	0.1	0.0.1	not	###
J1643574210X	29.31.29-0.9909\89.51.17-0.739\29.33.39-0.5979\29.33.25-0.2177\89.51.25-0.113	RGNTI3	en	0.1	0.0.1	not	###
J17861753103	31.21.27-0.9081\61.37.01-0.7383\62.39.51-0.6119\61.37.29-0.2532\62.13.99-0.1899	RGNTI3	en	0.1	0.0.1	not	###
J15458005666	61.45.39-0.9778\76.29.49-0.5251\76.31.29-0.4671\34.45.21-0.2353	RGNTI3	en	0.1	0.0.1	not	###
J1549243227X	61.01.94-0.9005\34.27.49-0.8649\87.19.03-0.8545	RGNTI3	en	0.1	0.0.1	not	###
J16610749147	55.03.11-0.9951\61.01.94-0.5681\29.37.15-0.3343\29.37.17-0.2937	RGNTI3	en	0.1	0.0.1	not	###
J17280130166	55.30.31-0.9468\90.03.03-0.5887\28.15.15-0.554\90.01.85-0.2579\28.19.23-0.2034\28.15.19-0.1931	RGNTI3	en	0.1	0.0.1	not	###
J17330715243	29.19.21-0.9458\61.31.61-0.8658\31.15.19-0.8567\61.01.94-0.1033	RGNTI3	en	0.1	0.0.1	not	###
J17254326156	44.35.29-0.9923\55.37.29-0.9805\61.01.94-0.8055	RGNTI3	en	0.1	0.0.1	not	###
J1765876161X	29.19.36-0.9577\31.15.19-0.8691\41.17.41-0.6684	RGNTI3	en	0.1	0.0.1	not	###
J1599521369	27.47.19-0.9575\28.17.19-0.9329\55.30.31-0.8876	RGNTI3	en	0.1	0.0.1	not	###
J16848710764	61.01.91-0.9979\87.21.09-0.9912\38.33.17-0.8763	RGNTI3	en	0.1	0.0.1	not	###
J17574614209	29.19.29-0.9904\31.15.17-0.9762\61.35.29-0.4575\61.31.51-0.3171	RGNTI3	en	0.1	0.0.1	not	###
J15459540131	28.23.23-0.9664\27.47.19-0.9361\50.07.03-0.6525\50.41.25-0.3326	RGNTI3	en	0.1	0.0.1	not	###
J14978420462	47.33.29-0.9746\29.19.22-0.9389\31.15.19-0.7601	RGNTI3	en	0.1	0.0.1	not	###
J1562789313X	31.15.33-0.9912\70.27.13-0.9772\87.53.13-0.5816\87.53.15-0.3238	RGNTI3	en	0.1	0.0.1	not	###
J179557237X	61.57.31-0.9741\31.25.19-0.8983\30.19.57-0.3718\30.51.37-0.2969\30.51.31-0.2185	RGNTI3	en	0.1	0.0.1	not	###
J165726181389	61.01.91-0.9848\31.19.15-0.9576\87.19.15-0.7401\87.19.81-0.113	RGNTI3	en	0.1	0.0.1	not	###
J1751704181	61.37.01-0.868\31.21.25-0.7826\90.01.85-0.2602\45.53.41-0.1612\61.37.29-0.1278\31.15.27-0.103	RGNTI3	en	0.1	0.0.1	not	###
J1526115514	44.41.29-0.9988\31.15.33-0.9891	RGNTI3	en	0.1	0.0.1	not	###
J17791704176	61.31.51-0.9726\53.39.29-0.9535\30.51.31-0.6982	RGNTI3	en	0.1	0.0.1	not	###
J1571754X192	55.37.29-0.9976\61.53.99-0.9512\44.31.31-0.9486	RGNTI3	en	0.1	0.0.1	not	###
J160081865X	45.09.31-0.9174\31.15.35-0.651\29.19.22-0.5146\29.19.36-0.2965\31.15.33-0.259	RGNTI3	en	0.1	0.0.1	not	###
J1573576999	61.57.31-0.9662\31.25.19-0.8733\30.51.37-0.1545	RGNTI3	en	0.1	0.0.1	not	###
J16179169361	30.19.57-0.9917\53.49.13-0.8674\55.22.19-0.8069	RGNTI3	en	0.1	0.0.1	not	###
J15907942378	61.35.29-0.9895\31.15.17-0.8488\29.19.35-0.7705\29.19.22-0.167\31.25.19-0.1294	RGNTI3	en	0.1	0.0.1	not	###
J1576095X38	45.29.31-0.8099\50.41.25-0.7198\29.15.53-0.3157\29.19.39-0.2644\29.15.39-0.2495\45.29.33-0.1785	RGNTI3	en	0.1	0.0.1	not	###
J1655551930	38.53.15-0.9971\90.27.31-0.7256\61.53.15-0.6832\61.53.99-0.1672	RGNTI3	en	0.1	0.0.1	not	###
J1618726951	29.15.53-0.9978\44.33.29-0.9914\41.19.31-0.211\89.51.25-0.1364\41.25.29-0.124	RGNTI3	en	0.1	0.0.1	not	###
J1640207082	34.47.21-0.9952\39.25.15-0.9868\87.19.03-0.7392	RGNTI3	en	0.1	0.0.1	not	###
J16164080122	30.19.57-0.9995\55.39.33-0.891\29.37.23-0.6979\29.15.53-0.2204	RGNTI3	en	0.1	0.0.1	not	###
J17669054537	31.21.27-0.8318\61.37.01-0.6432\29.31.29-0.2905\61.37.29-0.2034	RGNTI3	en	0.1	0.0.1	not	###
J1751337227	34.47.67-0.9989\76.35.45-0.9321\39.23.23-0.8345	RGNTI3	en	0.1	0.0.1	not	###
J1616370X85	68.37.31-0.9106\34.27.21-0.8702\76.03.49-0.6959\76.29.49-0.2429\34.15.25-0.1258	RGNTI3	en	0.1	0.0.1	not	###
J15934532177	61.41.43-0.7641\31.15.17-0.6257\29.31.15-0.3947\29.33.25-0.2187\29.33.39-0.2141\31.15.19-0.1746	RGNTI3	en	0.1	0.0.1	not	###
J1662698X166	34.47.67-0.9906\76.35.45-0.9836\62.99.11-0.9501	RGNTI3	en	0.1	0.0.1	not	###
J1578413192	31.15.21-0.8692\53.49.03-0.6702\29.17.01-0.6318\53.49.05-0.2327\29.19.15-0.1528\29.17.41-0.1276	RGNTI3	en	0.1	0.0.1	not	###
J17432461208	44.29.29-0.95\61.01.94-0.6355\31.01.77-0.5333\39.23.17-0.2385\61.01.91-0.2196	RGNTI3	en	0.1	0.0.1	not	###
J1736513648	31.15.33-0.9775\34.27.39-0.8852\61.01.94-0.5373\61.37.29-0.1335\61.37.01-0.1213	RGNTI3	en	0.1	0.0.1	not	###
J15717205135	44.09.29-0.6802\61.01.94-0.64\87.19.03-0.3123\44.31.31-0.2785\87.19.15-0.2433\61.55.91-0.2306	RGNTI3	en	0.1	0.0.1	not	###
J16444555252	28.25.23-0.9738\29.05.03-0.9637\50.07.03-0.8447\50.41.25-0.1392	RGNTI3	en	0.1	0.0.1	not	###
J1789869X193	27.47.19-0.9952\28.25.23-0.9901\50.49.37-0.9578	RGNTI3	en	0.1	0.0.1	not	###
J130065731184	31.25.15-0.8438\29.17.19-0.8139\61.61.81-0.6821\31.25.19-0.1533\29.17.41-0.1062	RGNTI3	en	0.1	0.0.1	not	###
J1656903X33	44.33.29-0.9986\76.33.39-0.2532	RGNTI3	en	0.1	0.0.1	not	###
J1576095X992	50.07.03-0.8957\44.29.33-0.8552\45.29.31-0.6817\45.29.33-0.2722	RGNTI3	en	0.1	0.0.1	not	###
J15885361157	89.57.45-0.9976\37.31.19-0.9092\47.49.27-0.8166\47.49.29-0.1209	RGNTI3	en	0.1	0.0.1	not	###
J16673619356	61.01.94-0.9677\34.49.21-0.8135\29.15.39-0.5469\29.15.17-0.4193	RGNTI3	en	0.1	0.0.1	not	###
J1753108756	31.25.19-0.9944\29.17.01-0.8105\61.57.31-0.4552\61.74.29-0.1241\61.57.33-0.108	RGNTI3	en	0.1	0.0.1	not	###
J1616356480	61.35.29-0.9973\29.19.35-0.9737\31.15.17-0.5484\31.15.19-0.403	RGNTI3	en	0.1	0.0.1	not	###
J1685885616	31.17.29-0.8302\61.37.01-0.7475\29.31.23-0.2873\29.19.15-0.28\31.15.17-0.1577\61.45.31-0.1208	RGNTI3	en	0.1	0.0.1	not	###
J16384048473	61.53.01-0.9902\38.55.27-0.9785\31.15.35-0.336\31.15.17-0.3197	RGNTI3	en	0.1	0.0.1	not	###
J15720494266	39.19.25-0.9978\34.33.33-0.5445\62.39.51-0.325\34.23.59-0.2971	RGNTI3	en	0.1	0.0.1	not	###
J17596529123	29.05.23-0.9733\31.01.77-0.9107\53.49.07-0.3171	RGNTI3	en	0.1	0.0.1	not	###
J16987346158	29.37.03-0.9979\55.37.29-0.7603\30.51.37-0.471\30.51.31-0.4346\55.37.33-0.233	RGNTI3	en	0.1	0.0.1	not	###
J16867499321	90.27.37-0.9767\49.44.31-0.6228\29.31.29-0.5755\49.44.33-0.3717\29.33.39-0.2217\29.33.25-0.1634	RGNTI3	en	0.1	0.0.1	not	###
J16539009557	28.17.19-0.8548\50.07.03-0.7456\45.29.31-0.624\45.29.33-0.3476\50.41.25-0.1365	RGNTI3	en	0.1	0.0.1	not	###
J17090803542	61.41.43-0.9863\29.19.22-0.495\29.19.31-0.481\31.21.27-0.3985\31.15.19-0.3618	RGNTI3	en	0.1	0.0.1	not	###
J1766945341	76.29.49-0.9972\34.15.51-0.9671\62.99.11-0.5129\62.13.99-0.2057	RGNTI3	en	0.1	0.0.1	not	###
J17522967283	31.15.03-0.991\61.01.94-0.5533\29.05.33-0.277\61.31.49-0.2569\29.05.15-0.1767\29.31.15-0.1555	RGNTI3	en	0.1	0.0.1	not	###
J1656657X412	45.35.02-0.9966\31.15.33-0.9833\61.31.59-0.8641	RGNTI3	en	0.1	0.0.1	not	###
J16946313123	87.19.91-0.8846\61.53.99-0.4389\61.01.94-0.1159	RGNTI3	en	0.1	0.0.1	not	###
