id_bo	title	ref_txt	kw_list	eor
J17426739887	Extreme Huygens' metasurfaces based on quasi-bound states in the continuum	We introduce the concept of and a generic approach to realizing extreme Huygens' metasurfaces by bridging the concepts of Huygens' conditions and optical bound states in the continuum. This novel paradigm allows the creation of Huygens' metasurfaces with quality factors that can be tuned over orders of magnitude, generating extremely dispersive phase modulation. We validate this concept with a proof-of-concept experiment at the near-infrared wavelengths, demonstrating all-dielectric Huygens' metasurfaces with different quality factors. Our study points out a practical route for controlling the radiative decay rate while maintaining the Huygens' condition, complementing existing Huygens' metasurfaces whose bandwidths are relatively broad and complicated to tune. This novel feature can provide new insight for various applications, including optical sensing, dispersion engineering and pulse shaping, tunable metasurfaces, metadevices with high spectral selectivity, and nonlinear meta-optics.		###
J17021895131	Diamido tantalum(V) complexes derived from a diazamacrocycle	The amido complexes _(Ta~(O(N)[2]~)(CH[2]Ph)[3]_), (1), _(Ta~(O(N)[2]~)(_m-CHBu{t})~(_m-O(NH)N~)Li_), (2), and _(Ta~(O(N)[2]~)Cl[3]_), (3), all featuring the dianionic diamido macrocycle _(O(N)[2]_){2_-} originating from O(NH)[2] by deprotonation, O(NH)[2]__=__3,3-dimethyl-1,5-diaza-8-oxacyclodecane, have been prepared from Ta(CH[2]Ph)[5], Ta(CH[2]{t}Bu)[3]Cl[2] and TaCl[5] by alkanolysis, salt metathesis with Li[2]_(O(N)[2]_) and Me[3]SiCl elimination with O(NSiMe[3])[2], respectively. Structural analyses revealed that in (1) the macrocycle is facially coordinated, while (2) contains one dianionic, facially coordinated macrocycle and one monoanionic macrocycle coordinating one lithium atom and metallated at one of the 3-methyl groups by the Ta.	 Azamacrocycle; Amido; Bimetallic; Alkylidene;.	###
J1565250281	Tuning of PEDOT:PSS Properties Through Covalent Surface Modification	Conductive polymer (poly(3,4-ethylenedioxythiophene)-poly(styrenesulfonate) (PEDOT:PSS) is an attractive platform for the design of flexible electronic, optoelectronic, and (bio)sensor devices. Practical application of PEDOT:PSS often requires an incorporation of specific molecules or moieties for tailoring of its physical-chemical properties. In this article, a method for covalent modification of PEDOT:PSS using arenediazonium tosylates was proposed. The procedure includes two steps: chemisorption of diazo-cations on the PEDOT:PSS surface followed by thermal decomposition of the diazonium salt and the covalent bond formation. Structural and surface properties of the samples were evaluated by XPS, SEM-EDX, AFM, goniometry, and a range of electric and optical measurements. The developed modification procedure enables tuning of the PEDOT:PSS surface properties such as conductivity and optical absorption. The possibility to introduce various organic functional groups (from hydrophilic to hydrophobic) and to create new groups for further functionalization makes the developed procedure multipurpose. 2016 Wiley Periodicals, Inc. J. Polym. Sci., Part B: Polym. Phys. 2017, 55, 378-387	 conducting polymers; conductive polymers; diazonium chemistry; functionalization of polymers; PEDOT; PSS; surface modification; thin.	###
J1694915011X	CT image denoising using NLM and correlation-based wavelet packet thresholding	The impact of radiation dose is directly related to the quality of computed tomography (CT) images. Low-dose CT images are degraded with the noise and other factors. Noise reduction methods are very helpful to enhance the noisy CT images with a possibility to increase the signal-to-noise ratio (SNR) and have a scope for further reduction of radiation dose. In this study, a denoising scheme is proposed which is applicable only for two identical images with uncorrelated noise. In the proposed scheme, a non-local means (NLM) filter is used to denoise the first input image and a wavelet packet thresholding to denoise the second input image. Results of NLM filter are analysed and found excellent for noise suppression but missing the small structures of the input image. To recover that, the proposed scheme is using correlation-based wavelet packet thresholding. The final outcomes of the proposed scheme are excellent in terms of noise suppression and structure preservation. The proposed scheme is compared with existing methods and it is observed that performance of the proposed method is superior to existing methods in terms of visual quality, image quality index, peak SNR and entropy difference	 computerised tomography; image denoising; image enhancement; image filtering; medical image processing; wavelet transforms; CT image denoising; NLM filter; computed tomography images; correlation-based wavelet packet thresholding; entropy difference;.	###
J1558695X104	Experimental study of free-stream turbulence induced transition in an adverse pressure gradient	Abstract Results from Particle Image Velocimetry (PIV) investigations have been discussed in order to characterize the dynamics driving the transition process in a strong adverse pressure gradient condition exposed to high Free Stream Turbulence Intensity (FSTI) level. Measurements have been carried out in the suction side boundary layer of a low pressure turbine cascade. Two orthogonal planes are analyzed in order to study both lift-up mechanisms of low speed streaks (in the wall-normal plane) as well as instability mechanisms (in the wall-parallel plane) leading to the breakdown of streaks, thus transition. Proper Orthogonal Decomposition (POD) has been used to provide the reconstruction of the PIV data highlighting the instability motions as well as the occurrence of wall-normal oriented vortical filaments growing on the flanks of the streaks during their breakdown process. The dynamics characterizing the transition process in this strong adverse pressure gradient condition has been discussed in detail and analogies with recent models developed for flat plate are highlighted. The main streak dimensions (e.g. the spacing and wavelength during breakdown) are also compared with flat plate data reported in the literature. Once made dimensionless with the local boundary layer displacement thickness, the streak dimensions observed in the present case agree well with flat plate ones, making evident the self-similarity properties of the streaky structures irrespective of the strong adverse pressure gradient condition.	 Boundary layer streaks; Adverse pressure gradient; POD; Transition induced by free stream.	###
J15491118105	Experimental Study on Creep Characterization and Lifetime Estimation of RPV Material at 723-1023 K	During the plant operation, nuclear reactor pressure vessel (RPV) is the most critical pressure boundary component for integrity and safety in a light-water reactor. In this paper, the creep behavior and properties for RPV metallic material are studied by conducting constant-temperature and constant-load creep tests at 723, 823, 923 and 1023 K. The _j projection constitutive model was established based on a creep method to describe the high-temperature creep behavior of RPV material. The material parameter _j would be obtained based on experimental data by depending on numerical optimization techniques. The relationship between and among _j, T and _s was evaluated, and the coefficients a[i], b[i], c[i] and d[i] were obtained. Based on the short-term tests at a high temperature, the values for long-term creep data could be predicted in accordance with parameter _j. Moreover, rupture life, the minimum creep rate and the time reaching to an arbitrary strain can be calculated and may be used to evaluate the damage behavior and properties, so as to be used as a reference for design and safety assessment.		###
J15470293757	Artificial neural network modeling for evaluating the power consumption of silicon production in submerged arc furnaces	Abstract The Pearson correlation coefficient between different quantities of metal oxides and specific power consumption was used here to determine the effect of metal oxide content on the power consumed by an industrial silicon production process. The results showed that the effect of oxide content on power consumption falls into the order CaO > Fe[2]O[3] > Al[2]O[3]. The interactive effects among the main oxide matter (CaO, Fe[2]O[3], and Al[2]O[3]) and remaining trace oxide matter (MgO, K[2]O, TiO[2], Cr[2]O[3], and NiO) of raw materials were also analyzed via contour diagrams; the results showed that the dominant metal oxides play a much more important role in power consumption than any of the trace oxides. The oxide content of the charge raw material critically affects the specific power consumption and electrical energy costs of the submerged arc furnace (SAF), and can be reduced by appropriately taking them into account. ANN (artificial neural network) modeling was used to evaluate the power consumption of silicon production in a typical SAF. The value R{2} = 0.80 of the neural network indicates that 80% of the variation in specific power consumption can be accounted for via the proposed model.	 Power consumption; Submerged arc furnace; Silicon; Pearson correlation coefficient; Contour diagrams; Artificial neural.	###
J1565278275	3D Printing of Aniline Tetramer-Grafted-Polyethylenimine and Pluronic F127 Composites for Electroactive Scaffolds	Electroactive hydrogel scaffolds are fabricated by the 3D-printing technique using composites of 30% Pluronic F127 and aniline tetramer-grafted-polyethylenimine (AT-PEI) copolymers with various contents from 2.5% to 10%. The synthesized AT-PEI copolymers can self-assemble into nanoparticles with the diameter of ~=50 nm and display excellent electroactivity due to AT conjugation. The copolymers are then homogeneously distributed into 30% Pluronic F127 solution by virtue of the thermosensitivity of F127, denoted as F/AT-PEI composites. Macroscopic photographs of latticed scaffolds elucidate their excellent printability of F/AT-PEI hydrogels for the 3D-printing technique. The conductivities of the printed F/AT-PEI scaffolds are all higher than 2.0 _* 10{_-3} S cm{_-1}, which are significantly improved compared with that of F127 scaffold with only 0.94 _* 10{_-3} S cm{_-1}. Thus, the F/AT-PEI scaffolds can be considered as candidates for application in electrical stimulation of tissue regeneration such as repair of muscle and cardiac nerve tissue.	 3D printing; AT-PEI copolymer; electroactive scaffolds; Pluronic.	###
J15060443171	Application of Mouse Embryonic Stem Cell Test to Detect Gender-Specific Effect of Chemicals: A Supplementary Tool for Embryotoxicity Prediction	"Gender effect is an inherent property of chemicals, characterized by variations caused by the chemical-biology interaction. It has widely existed, but the shortage of an appropriate model restricts the study on gender-specific effect. The embryonic stem cell test (EST) has been utilized as an alternative test for developmental toxicity. Despite its numerous improvements, mouse embryonic stem cells with an XX karyotype have not been used in the EST, which restricts the ability of the EST to identify gender-specific effects during high-throughput-screening (HTS) of chemicals to date. To address this, the embryonic stem cell (ESC) SP3 line with an XX karyotype was used to establish a _6female~"" model as a complement to EST. Here, we proposed a _6double-objects in unison~"" (DOU)-EST, which consisted of male ESC and female ESC; a seven-day EST protocol was utilized, and the gender-specific effect of chemicals was determined and discriminated; the replacement of myosin heavy chain (MHC) with myosin light chain (MLC) provided a suitable molecular biomarker in the DOU-EST. New linear discriminant functions were given in the purpose of distinguishing chemicals into three classes, namely, no gender-specific effect, male-susceptive, and female-susceptive. For 15 chemicals in the training set, the concordances of prediction result as no gender effect, male susceptive, and female susceptive were 86.67%, 86.67%, and 93.33%, respectively, the sensitivities were 66.67%, 83.33%, and 83.33%, respectively, and the specificities were 91.67%, 88.89%, and 100%, respectively; the total accuracy of DOU-EST was 86.67%. For three chemicals in the test set, one was incorrectively predicted. The possible reason for misclassification may due to the absence of hormone environment in vitro. Leave-one-out cross-validation (LOOCV) indicated a mean error rate of 18.34%. Taken together, these data suggested a good performance of the proposed DOU-EST. Emerging chemicals with undiscovered gender-specific effects are anticipated to be screened with the DOU-EST."		###
J1592868088	Molecular dynamics simulations of NMR relaxation and diffusion of bulk hydrocarbons and water	Abstract Molecular dynamics (MD) simulations are used to investigate 1H nuclear magnetic resonance (NMR) relaxation and diffusion of bulk n-C5H12 to n-C17H36 hydrocarbons and bulk water. The MD simulations of the 1H NMR relaxation times T1,2 in the fast motion regime where T1=T2 agree with measured (de-oxygenated) T2 data at ambient conditions, without any adjustable parameters in the interpretation of the simulation data. Likewise, the translational diffusion DT coefficients calculated using simulation configurations agree with measured diffusion data at ambient conditions. The agreement between the predicted and experimentally measured NMR relaxation times and diffusion coefficient also validate the forcefields used in the simulation. The molecular simulations naturally separate intramolecular from intermolecular dipole-dipole interactions helping bring new insight into the two NMR relaxation mechanisms as a function of molecular chain-length (i.e. carbon number). Comparison of the MD simulation results of the two relaxation mechanisms with traditional hard-sphere models used in interpreting NMR data reveals important limitations in the latter. With increasing chain length, there is substantial deviation in the molecular size inferred on the basis of the radius of gyration from simulation and the fitted hard-sphere radii required to rationalize the relaxation times. This deviation is characteristic of the local nature of the NMR measurement, one that is well-captured by molecular simulations.	 Intramolecular relaxation; Intermolecular relaxation; Autocorrelation function; Hard-sphere.	###
J16498736204	Selenium-functionalized liposomes for systemic delivery of doxorubicin with enhanced pharmacokinetics and anticancer effect	Liposomes have shown to be an excellent drug delivery system, but the short in vivo fate discourages their popularity. This work aimed to develop selenium-functionalized liposomes (SeLPs) for doxorubicin (Dox) delivery to prolong the systemic circulation of liposomes by in situ selenium coating and enhance the anticancer effect via the synergy between Dox and selenium. Dox-loaded SeLPs (Dox-SeLPs) were prepared by film hydration/active loading/in situ reduction technique and characterized by particle size, entrapment efficiency and morphology. The resulting Dox-SeLPs were 127__nm around in particle size (uncoated liposomes 107__nm) and were spherical in morphology. It was shown that Dox-SeLPs possessed a sustained release effect for Dox and could increase the cellular uptake of Dox compared with Dox-loaded liposomes (Dox-LPs). The accumulative Dox release from Dox-SeLPs was 46.5% and it was 64.9% for Dox-LPs within 84 h. Moreover, Dox-SeLPs exhibited slower drug release in the fetal bovine serum. Trafficking pathway study revealed that clathrin-mediated endocytosis and macropinocytosis were involved in the cellular uptake process of Dox-SeLPs. The in vitro cytotoxicity and apoptosis test indicated that Dox-SeLPs had higher cytotoxicity than that of free Dox and Dox-LPs. Dox-SeLPs showed a IC[50] of 0.92___+__0.16___mg/mL on A549 cells, far lower than that of free Dox (4.40___+__0.58___mg/mL) and Dox-LPs (5.68___+__0.73___mg/mL). Dox-SeLPs significantly improved the pharmacokinetic property and enhanced the antitumor efficacy of Dox in tumor-bearing mice. In conclusion, SeLPs exhibit good sustained release for Dox and have synergic anticancer effect with Dox, which may be promising as drug delivery vehicle.	 Doxorubicin; Liposomes; Selenium; Anticancer; Synergic.	###
J17845839406	Superstatistics with q-deformed Dirac delta distribution and interacting gas model	In this paper we consider the superstatistics with q-deformed Dirac delta distribution which has the same mean as the Dirac delta distribution but has non-vanishing variance. We discuss the non-interacting ideal gas system and the interacting gas system such as square-well potential, Lennard-Jones potential, and Sutherland potential.		###
J14795113188	Investigation of Integrated Charging and Discharging Incorporating Interior Permanent Magnet Machine With Damper Bars for Electric Vehicles	Integrated charging technology in electric vehicles is expected to reduce the overall cost as well as the weight of the vehicle, while leading to fast charging capability in the vehicle. Understanding the above, this paper puts an effort to exclusively investigate interior permanent magnet synchronous machine (IPMSM) drive incorporating damper bars in rotor for integrated charging application in electric vehicles. First, motivation for the employment of IPMSM with damper bars for integrated charging is provided and justified. Thereafter, a novel parameter determination method based on dq-axis theory to determine the parameters of a laboratory IPMSM with dampers is proposed and experimentally validated. The determined parameters are then employed to design, control, and compare the performance of an integrated charging system incorporating an IPMSM drive with and without damper bars. The developed system is then experimentally tested under both vehicle-to-grid and grid-to-vehicle modes, and results elicited from the investigations are discussed.	 battery powered vehicles; cost reduction; permanent magnet machines; shock absorbers; synchronous machines; vibration control; IPMSM drive; cost reduction; damper bar; dq-axis theory; electric vehicle; grid-to-vehicle mode; integrated charging.	###
J18037043750	I[2]/PhI(OAc)[2] Copromoted Amination Reaction: Synthesis of _a-Dicarbonylsulfoximine Derivatives by Incorporating an Intact Dimethyl Sulfoxide	"An I[2]/PhI(OAc)[2] copromoted strategy using dimethyl sulfoxide as an ""S/C2/O"" source for preparing _a-dicarbonylsulfoximine derivatives is reported. This process involves oxidative coupling to construct a C-N bond and electrophilic amination of dimethyl sulfoxide to afford an N=S bond, with dimethyl sulfoxide present in the final product as an intact molecule. Furthermore, tetramethylene sulfoxide as a solvent is also compatible with this amination reaction."		###
J15706017561	Green residues from Bangkok green space for renewable energy recovery, phosphorus recycling and greenhouse gases emission reduction	Abstract Effective ways to integrate human life quality, environmental pollution mitigation and efficient waste management strategies are becoming a crisis challenge for sustainable urban development. The aims of this study are: (1) to evaluate and recommend an optimum Urban Green Space (UGS) area for the Bangkok Metropolitan Administration (BMA); and (2) to quantify potential renewable resources including electricity generation and potential nutrient recovery from generated ash. Green House Gases (GHGs) emissions from the management of Green Residues (GR) produced in a recommended UGS expansion are estimated and compared with those from the existing BMA waste management practice. Results obtained from this study indicate that an increase in UGS from its current 2.02% to 22.4% of the BMA urban area is recommended. This optimum value is primarily due to the area needed as living space for its population. At this scale, GR produced of about 334 kt~xy{_-1} may be used to generate electricity at the rate of 206 GWh~xy{_-1} by employing incineration technology. Additionally, instead of going to landfill, phosphorus (P) contained in the ash of 1077 t P~xy{_-1} could be recovered to produce P fertilizer to be recycled for agricultural cultivation. Income earned from selling these products is found to offset all of the operational cost of the proposed GR management methodology itself plus 7% of the cost of BMA's Municipal Solid Waste (MSW) operations. About 70% of the current GHGs emission may be reduced based on incineration simulation.	 Greenhouse gases; Green residues; Phosphorus recycling; Renewable energy; Thailand; Urban green.	###
J15995175234	Non-contrast magnetic resonance imaging for bladder cancer: fused high b value diffusion-weighted imaging and T2-weighted imaging helps evaluate depth of invasion	Objects. To investigate the utility of fused high b value diffusion-weighted imaging (DWI) and T2-weighted imaging (T2WI) for evaluating depth of invasion in bladder cancer. Methods. We included 62 patients with magnetic resonance imaging (MRI) and surgically confirmed urothelial carcinoma in the urinary bladder. An experienced genitourinary radiologist analysed the depth of invasion (T stage <2 or _>2) using T2WI, DWI, T2WI plus DWI, and fused DWI and T2WI (fusion MRI). Sensitivity, specificity, positive predictive value (PPV), negative predictive value (NPV) and accuracy were investigated. Area under the curve (AUC) was analysed to identify T stage _>2. Results. The rate of patients with surgically confirmed T stage _>2 was 41.9% (26/62). Sensitivity, specificity, PPV, NPV and accuracy were 50.0%, 55.6%, 44.8%, 60.6% and 53.2%, respectively, with T2WI; 57.7%, 77.8%, 65.2%, 71.8% and 69.4%, respectively, with DWI; 65.4%, 80.6%, 70.8%, 76.3% and 74.2%, respectively, with T2WI plus DWI and 80.8%, 77.8%, 72.4%, 84.9% and 79.0%, respectively, with fusion MRI. AUC was 0.528 with T2WI, 0.677 with DWI, 0.730 with T2WI plus DWI and 0.793 with fusion MRI for T stage _>2. Conclusion. Fused high b value DWI and T2WI may be a promising non-contrast MRI technique for assessing depth of invasion in bladder cancer. Key Points. ~x Accuracy of fusion MRI was 79.0% for T stage _>2 in bladder cancer.~x AUC of fusion MRI was 0.793 for T stage _>2 in bladder cancer.~x Diagnostic performance of fusion MRI was comparable with T2WI plus DWI.~x As a non-contrast MRI technique, fusion MRI is useful for bladder cancer.	 Bladder cancer, MRI, Fusion, Diffusion-weighted imaging,.	###
J14364007133	Quantifying the impacts of ENSO and IOD on rain gauge and remotely sensed precipitation products over Australia	Large-scale ocean-atmospheric phenomena like the El Ni~6no Southern Oscillation (ENSO) and Indian Ocean Dipole (IOD) have significant influence on Australia's precipitation variability. In this study, multi-linear regression (MLR) and complex empirical orthogonal function (CEOF) analyses were applied to isolate (i) the continental precipitation variations likely associated with ENSO and IOD, here referred to as 'ENSO/IOD mode', and (ii) the variability not associated with ENSO/IOD (the 'non-ENSO/IOD mode'). The first is of interest due to its dominant influence on inter-annual variability, while the second may reveal lower frequency variability or trends. Precipitation products used for this study included gridded rainfall estimates derived by interpolation of rain gauge data from the Australian Bureau of Meteorology (BoM), two satellite remote sensing products (CHIRP and TRMM TMPA version 7), and two weather forecast model re-analysis products (ERA-Interim and MERRA). The products covered the period 1981-2014 except TMPA (1998-2014). Statistical and frequency-based inter-comparisons were performed to evaluate the seasonal and long-term skills of various rainfall products against the BoM product. The results indicate that linear trends in rainfall during 1981-2014 were largely attributable to ENSO and IOD. Both intra-annual and seasonal rainfall changes associated with ENSO and IOD increased from 1991 to 2014. Among the continent's 13 major river basins, the greatest precipitation variations associated with ENSO/IOD were found over the Northern and North East Coast, while the smallest contributions were for Tasmania and the South West Coast basins. We also found that although the assessed products show comparable spatial variability of rainfall over Australia, systematic seasonal differences exist that were more pronounced during the ENSO and IOD events.	 Australia's rainfall; Remote sensing; Long-term trend; Complex EOF; ENSO; IOD; Seasonal.	###
J1702186016	Assessment of the health risks and odor concentration of volatile compounds from a municipal solid waste landfill in China	Municipal solid waste (MSW) landfills are a source of odorous and toxic compounds. In this work, we present an integrated assessment of the odor concentration and human health risks of volatile compounds to evaluate the environmental quality at a MSW landfill. Air samples were collected seasonally from six areas of the landfill with different functions. The total concentrations of the compounds ranged from 204.0 to 7426.7___mg__m{_-3}, and the concentrations in temporarily and permanently capped areas were 50.3 and 83.4% lower than those in the tipping area, respectively. The odor concentration was greatest at the leachate collection tank (1732-6254 ou[E] m{_-3}) and tipping area (1573-4113 ou[E] m{_-3}) and was mainly caused by hydrogen sulfide (57.9 and 49.1%, respectively). Moreover, the odor concentration was positively correlated with the temperature (r__=__0.500, p__<__0.05, n__=__24). Although the non-carcinogenic (HI) and carcinogenic (R) risks of most compounds were largely below the acceptable levels (HI__=__1, R__=__1.0E-6), HI values of hydrogen sulfide (2.3), trichloropropane (2.0), and naphthalene (1.2) as well as R values of naphthalene (1.3E-4) and trimethylbenzene (1.2E-4) in the waste areas exceeded acceptable levels. Moreover, the cumulative HI (2.5-5.7) and R (1.0E-04 to 3.4E-04) in the waste areas should receive special attention since they were above acceptable levels during all of the seasons. Aromatic and halogenated compounds dominated the cumulative R, accounting for 79 and 21% of the total, on average, while for the cumulative HI, sulfur compounds contributed the most (67%).	 Municipal solid waste; Landfill gas; Odor concentration; Health risk; Hydrogen.	###
J170567884X	Activation Energies and Diffusion Coefficients of Polarons and Bipolarons in Organic Conductors	Intrachain diffusion of charge carriers in organic conductors is analyzed. Using a tight-binding model Hamiltonian that includes strong electron-phonon coupling combined with a Langevin equation, we simulate both polaron and bipolaron dynamics under quantum-corrected thermal effects. Nonadiabatic molecular time evolution is used to determine how these quasiparticles diffuse through a nondegenerate conjugated polymer. By means of a phenomenological approach, we evaluate the diffusion coefficient and activation energies for the motion of both polarons and bipolarons. The analysis of activation energies, in agreement with available experimental data, suggests that the presence of bipolarons may inhibit the efficiency of organic-based devices. The results presented here point to the importance of taking a closer look at the effects of bipolaron dynamics in organic devices.		###
J1524645893	Increasing aeolian dust deposition to snowpacks in the Rocky Mountains inferred from snowpack, wet deposition, and aerosol chemistry	Mountain snowpacks are a vital natural resource for ~/1.5 billion people in the northern Hemisphere, helping to meet human and ecological demand for water in excess of that provided by summer rain. Springtime warming and aeolian dust deposition accelerate snowmelt, increasing the risk of water shortages during late summer, when demand is greatest. While climate networks provide data that can be used to evaluate the effect of warming on snowpack resources, there are no established regional networks for monitoring aeolian dust deposition to snow. In this study, we test the hypothesis that chemistry of snow, wet deposition, and aerosols can be used as a surrogate for dust deposition to snow. We then analyze spatial patterns and temporal trends in inferred springtime dust deposition to snow across the Rocky Mountains, USA, for 1993-2014. Geochemical evidence, including strong correlations (r{2} _> 0.94) between Ca{2+}, alkalinity, and dust concentrations in snow deposited during dust events, indicate that carbonate minerals in dust impart a strong chemical signature that can be used to track dust deposition to snow. Spatial patterns in chemistry of snow, wet deposition, and aerosols indicate that dust deposition increases from north to south in the Rocky Mountains, and temporal trends indicate that winter/spring dust deposition increased by 81% in the southern Rockies during 1993-2014. Using a multivariate modeling approach, we determined that increases in dust deposition and decreases in springtime snowfall combined to accelerate snowmelt timing in the southern Rockies by approximately 7-18 days between 1993 and 2014. Previous studies have shown that aeolian dust emissions may have doubled globally during the 20th century, possibly due to drought and land-use change. Climate projections for increased aridity in the southwestern U.S., northern Africa, and other mid-latitude regions of the northern Hemisphere suggest that aeolian dust emissions may continue to increase, compounding the risk that climate warming poses to snowpack water resources in arid/semi-arid regions of the world.	 Aeolian; Carbonate; Dust; Snow; Trends;.	###
J17866909136	Multienzymatic cascade synthesis of an enantiopure (2R,5R)-1,3-oxathiolane anti-HIV agent precursor	An enantiopure (2R,5R)-1,3-oxathiolane was obtained using a multienzymatic cascade protocol. By employing a combination of surfactant-treated subtilisin Carlsberg and Candida antarctica lipase B, the absolute configuration of the resulting 1,3-oxathiolane ring was efficiently controlled, resulting in an excellent enantiomeric excess (>99%). This enantiopure 1,3-oxathiolane derivative is a key precursor to anti-HIV agents, such as lamivudine, through subsequent N-glycosylation.	 Enzyme; Subtilisin Carlsberg; Candida antarctica lipase B; HIV;.	###
J1554600145X	Size-controllable growth of ZnO nanorods on Si substrate	Abstract Here we report a simple two-step chemical-solution-based method to grow highly oriented and size-controllable ZnO nanorods on ZnO-seeded Si substrate. The morphology of the grown ZnO nanorods was examined by field emission scanning electron microscopy. The structure was characterized by X-ray diffraction and Raman scattering spectrum. Photoluminescence spectra were measured at room temperature and low temperatures to evaluate the photoluminescence properties of the ZnO nanorods. The grown ZnO nanorods are structured with hexagonal wurtzite. The diameter and length of ZnO nanorods can be controlled by varying the crystal quality of the underlying ZnO seed layers. The crystal quality of the seed layers gets improved as the deposition time and annealing temperature for ZnO seed layers are increased. The effects of annealing on the ZnO nanorods were also studied.	 ZnO; Nanorod; Seed layer; Hydrothermal reaction; Size-controllable.	###
J1723380997	The USP8 mutational status may predict long-term remission in patients with Cushing's disease	Summary Objective Almost half of the cases of Cushing's disease (CD) tumours carry recurrent activating somatic mutations in the ubiquitin-specific protease eight gene (USP8). The USP8 mutational status could predict remission in patients with CD, so our objective was to correlate the presence of somatic USP8 mutations with the rate of recurrence after transsphenoidal surgery (TSS) retrospectively. Design Biochemical, radiological and clinical data were retrospectively assessed in 48 patients. USP8 mutational status was determined from corticotroph tumour samples. Association between USP8 mutational status, remission and recurrence was investigated. Patients Patients with Cushing's disease from a single-centre cohort who underwent TSS between 1991 and 2012. Measurements Long-term remission and recurrence rate after TSS with at least 6 months follow-up. Biochemical, radiological and clinical data, including sex, age at diagnosis, tumour size and pre-operative hormonal levels. USP8 mutational status. Results Patients with USP8 mutant corticotroph tumours (18 of 48; 37%) were diagnosed significantly earlier (mean _+ SD 46 _+ 10 years vs 53 _+ 11 years; P = 0.028) and presented with higher pre-operative 24-hour urinary-free cortisol levels (median IQR _mg/24 hours 1174.0, 1184.5 vs 480.0, 405.3; P = 0.045). The incidence of recurrence in a 10-year follow-up was significantly higher in patients with USP8 mutant tumours after the initial remission (58% vs 18% P = 0.026). Recurrence appeared significantly earlier in these patients (months 70, 44-97 95% CI vs 102, 86-119 95% CI; P = 0.019). Conclusion Recurrence appears to be more frequent and earlier after TSS in patients with USP8 mutant corticotroph tumours.	 adrenocorticotropic hormone; corticotroph tumour; Cushing's disease; pituitary; recurrence; remission; USP8.	###
J14985885181	Effect of surface morphology on the optical properties of InAs/Ge (1 1 1)	In the present work, the effect of surface morphology of nanotextured InAs/Ge (1 1 1) epilayers on their optical properties is presented. Spectroscopic ellipsometry measurement of dielectric constants using effective medium approximation reveals that nanotextured InAs layers have reduced value of dielectric constant compared to the bulk in the energy range of 1.6-6 eV, which is attributed to its morphology and quantum confinement effect. The anisotropy in the shape of the InAs nanostructures also gives rise to anisotropic dielectric constant leading to partial relaxation in polarization dependent Raman selection rule. A phonon mode observed at ~/234 cm{_-1} in the InAs/Ge heterostructure is identified as plasmon-LO phonon coupled mode originating from the accumulated surface of InAs and this is found to be independent of the morphology of InAs structures. This identification is also corroborated with the temperature dependent phonon frequency shift of the coupled mode. Carrier concentration of 5-8 _* 10{17} cm{_-3} for the surface accumulation layer is estimated with the help of the frequency of the coupled mode.		###
J1552122X292	Optimization of ultrasonic-assisted extraction of antioxidant polysaccharides from the stem of Trapa quadrispinosa using response surface methodology	Abstract Response surface methodology (RSM) was used to optimize experimental conditions for ultrasonic-assisted extraction (UAE) of antioxidant crude polysaccharides (CPS) from Trapa quadrispinosa stems. Antioxidant capacity of polysaccharides was determined by Ferric-Reducing Antioxidant Capacity (FRAC) assay with the method of 1, 10-phenanthroline. The maximum yield of polysaccharides (2.78 _+ 0.16%) was obtained under optimal extraction conditions of extraction time, 41 min; ratio of water to material, 31.5 mL/g; and extraction temperature, 58_0C. The maximum antioxidant capacity (19.02 _+ 0.24 _mmol Fe{2+}/g) was obtained under the optimal extraction conditions of extraction time, 38 min; ratio of water to material, 32 mL/g; and extraction temperature, 56_0C. These two values were agreed well with predicted yield (2.75%) and antioxidant capacity (18.77 _mmol Fe{2+}/g). Antioxidant activities of CPS were investigated by various assays. The results showed that CPS[UAE] obtained by UAE showed higher 1,1-Diphenyl-2-picrylhydrazxyl (DPPH), 2,2-azinobis(3-ethylbenzthiazoline)-6-sulfonic acid (ABTS) radical scavenging activities and stronger reducing power, total antioxidant capacity compared with CPS[HWE] obtained by hot water extraction (HWE).The results indicated that UAE is an advisable method for extraction of antioxidant polysaccharides from the stem of T. quadrispinosa and polysaccharides could be explored as potential antioxidant to use in medicine or functional food.	 Trapa quadrispinosa Roxb.; Antioxidant polysaccharides; Ultrasonic-assisted extraction; Response surface.	###
